DealID,CompanyID,RepID,CreatedDateKey,LastActivityDateKey,StageName,StageOrder,Status,BaseWinProbability,DealValueEUR,ProductCategory
7033,58,20,20250625,20250718,Proposal,3,Open,0.469828183,6291,Data Platform
7034,104,20,20250123,20250319,Lead In,1,Lost,0.101658213,45599,Security
7035,908,25,20250218,20250322,Proposal,3,Open,0.456876825,70845,Data Platform
7036,488,33,20251225,20260131,Contracting,5,Won,0.909471518,199295,Analytics & BI
7037,665,44,20251208,20260131,Contracting,5,Open,0.862980938,428901,Professional Services
7038,367,2,20251005,20260124,Proposal,3,Lost,0.446716712,36376,Data Platform
7039,635,2,20250607,20251228,Lead In,1,Open,0.107257017,75190,Cloud Migration
7040,419,13,20250524,20251230,Lead In,1,Open,0.107376724,99186,Integration Services
7041,247,54,20251127,20260131,Qualified,2,Open,0.232711038,139454,Security
7042,968,39,20251102,20260131,Negotiation,4,Won,0.685553912,18559,Data Platform
7043,655,48,20250309,20250904,Lead In,1,Open,0.09995402,104467,Data Platform
7044,688,20,20250224,20250716,Proposal,3,Open,0.498204345,24992,Analytics & BI
7045,535,20,20250404,20251002,Qualified,2,Open,0.22849576,89902,Integration Services
7046,87,17,20250925,20260131,Qualified,2,Open,0.256432663,11527,Cloud Migration
7047,359,44,20251011,20260113,Qualified,2,Lost,0.229071994,122034,Security
7048,196,6,20250907,20260131,Lead In,1,Won,0.101298192,19260,Professional Services
7049,334,2,20251019,20251102,Lead In,1,Open,0.10450583,218252,Cloud Migration
7050,973,42,20250302,20250404,Proposal,3,Lost,0.425178331,80927,Cloud Migration
7051,220,43,20251125,20260131,Lead In,1,Open,0.090738591,230272,Data Platform
7052,541,20,20251007,20260131,Negotiation,4,Lost,0.842388418,57605,Integration Services
7053,591,30,20250626,20251109,Negotiation,4,Won,0.852996001,284102,Professional Services
7054,332,24,20250122,20250514,Lead In,1,Open,0.123054592,145140,Analytics & BI
7055,400,55,20250119,20250213,Negotiation,4,Open,0.709340755,282668,Cloud Migration
7056,935,7,20250520,20251125,Proposal,3,Open,0.470261069,14036,Data Platform
7057,423,43,20251123,20260131,Lead In,1,Won,0.080713451,96525,Professional Services
7058,772,27,20250910,20251224,Qualified,2,Open,0.254417452,49909,Data Platform
7059,940,19,20250525,20250925,Lead In,1,Won,0.085230798,195039,Data Platform
7060,588,51,20250701,20250909,Contracting,5,Open,0.831790187,160763,Integration Services
7061,617,9,20250126,20250510,Proposal,3,Open,0.481574393,62983,Security
7062,227,2,20251024,20260131,Contracting,5,Won,0.791739112,52346,Cloud Migration
7063,547,43,20250603,20250825,Proposal,3,Won,0.489012484,131664,Cloud Migration
7064,509,55,20251126,20260131,Proposal,3,Open,0.467284358,42826,Professional Services
7065,992,26,20250516,20251024,Contracting,5,Open,0.920846059,8771,Analytics & BI
7066,294,34,20250521,20251224,Lead In,1,Lost,0.109390654,8789,Security
7067,341,7,20250418,20251018,Proposal,3,Open,0.452503537,221350,Cloud Migration
7068,763,55,20250603,20250814,Qualified,2,Won,0.244886993,173283,Integration Services
7069,189,12,20250601,20251210,Proposal,3,Open,0.476394906,222174,Security
7070,762,5,20251003,20260131,Lead In,1,Won,0.099280945,19561,Analytics & BI
7071,229,10,20250524,20250818,Lead In,1,Won,0.107901397,407310,Analytics & BI
7072,981,45,20250608,20250619,Lead In,1,Open,0.095576571,71573,Analytics & BI
7073,125,14,20250809,20260131,Proposal,3,Open,0.558777766,296753,Professional Services
7074,253,26,20251104,20260131,Negotiation,4,Open,0.742280036,138980,Analytics & BI
7075,376,27,20251021,20251229,Lead In,1,Open,0.095237978,50823,Data Platform
7076,148,47,20250318,20250527,Lead In,1,Open,0.10586452,213750,Data Platform
7077,731,41,20250518,20250831,Proposal,3,Open,0.538050562,33259,Integration Services
7078,733,8,20250911,20260131,Negotiation,4,Lost,0.746360973,330533,Data Platform
7079,1000,8,20250420,20251019,Negotiation,4,Open,0.750243536,232064,Security
7080,348,47,20250405,20250918,Qualified,2,Open,0.246675535,463853,Security
7081,40,36,20250118,20250424,Lead In,1,Lost,0.094425628,215093,Analytics & BI
7082,856,11,20250323,20251012,Negotiation,4,Open,0.768812039,29050,Integration Services
7083,995,8,20251012,20260131,Proposal,3,Open,0.458580009,19023,Integration Services
7084,277,43,20250901,20260131,Contracting,5,Won,0.919934398,153759,Cloud Migration
7085,8,34,20251123,20260131,Qualified,2,Open,0.259440628,33617,Security
7086,622,42,20251114,20251227,Lead In,1,Won,0.122185834,55785,Security
7087,405,14,20250219,20250513,Proposal,3,Open,0.513113798,23185,Professional Services
7088,954,39,20250724,20251202,Negotiation,4,Won,0.883574933,129044,Analytics & BI
7089,644,5,20250820,20260131,Lead In,1,Lost,0.0986063,405269,Professional Services
7090,996,26,20251002,20251222,Negotiation,4,Open,0.733304961,17553,Analytics & BI
7091,266,11,20250906,20250927,Qualified,2,Won,0.282232617,225951,Security
7092,906,45,20250505,20251001,Qualified,2,Open,0.272857541,46586,Cloud Migration
7093,902,2,20251214,20260131,Negotiation,4,Open,0.624337727,135247,Cloud Migration
7094,406,12,20250910,20251206,Lead In,1,Won,0.10602814,128705,Analytics & BI
7095,250,25,20250915,20260131,Proposal,3,Open,0.531225142,90980,Security
7096,57,30,20250511,20251005,Lead In,1,Open,0.121052341,64325,Cloud Migration
7097,772,29,20251017,20251105,Lead In,1,Lost,0.103649981,28206,Analytics & BI
7098,333,34,20251203,20260131,Negotiation,4,Open,0.863696454,159247,Integration Services
7099,868,22,20250512,20250605,Qualified,2,Open,0.248900549,213602,Cloud Migration
7100,805,17,20250312,20251010,Contracting,5,Open,0.804263461,9569,Integration Services
7101,158,20,20250620,20250803,Lead In,1,Won,0.094101853,108186,Cloud Migration
7102,315,16,20251122,20251217,Lead In,1,Lost,0.093486185,146836,Professional Services
7103,346,30,20250224,20250823,Proposal,3,Won,0.464646938,23582,Professional Services
7104,25,43,20250519,20250731,Qualified,2,Open,0.261558541,124990,Cloud Migration
7105,853,26,20250810,20250916,Negotiation,4,Open,0.639096449,146191,Security
7106,926,38,20250811,20250821,Qualified,2,Open,0.211520673,24951,Cloud Migration
7107,650,30,20251214,20260125,Lead In,1,Lost,0.115323888,86583,Integration Services
7108,281,4,20251114,20251206,Negotiation,4,Open,0.763482833,91076,Analytics & BI
7109,191,54,20251118,20260131,Lead In,1,Lost,0.100421298,17067,Data Platform
7110,908,20,20250605,20250722,Negotiation,4,Open,0.831558728,138653,Analytics & BI
7111,954,45,20251107,20260131,Lead In,1,Open,0.108698521,38093,Data Platform
7112,428,30,20251022,20260131,Negotiation,4,Won,0.809779335,197051,Cloud Migration
7113,919,5,20250514,20251218,Lead In,1,Won,0.103276308,68887,Security
7114,645,20,20250714,20251014,Qualified,2,Open,0.221392031,98642,Integration Services
7115,906,5,20250921,20251231,Lead In,1,Open,0.103100203,39740,Cloud Migration
7116,205,36,20250424,20251113,Lead In,1,Open,0.095286893,156671,Security
7117,605,14,20251217,20260131,Lead In,1,Open,0.088008924,8176,Analytics & BI
7118,996,43,20251105,20260131,Lead In,1,Open,0.110486969,14373,Cloud Migration
7119,798,13,20250307,20250615,Qualified,2,Open,0.234948898,15201,Security
7120,80,46,20250906,20260125,Proposal,3,Open,0.559607966,26667,Data Platform
7121,622,27,20251113,20260131,Proposal,3,Won,0.478160195,29898,Security
7122,6,30,20250417,20250627,Proposal,3,Lost,0.454968686,20141,Data Platform
7123,330,30,20251201,20260111,Proposal,3,Open,0.491718273,97233,Integration Services
7124,86,30,20251127,20251219,Negotiation,4,Won,0.797372169,20643,Analytics & BI
7125,863,20,20250507,20251130,Lead In,1,Open,0.113597589,22348,Cloud Migration
7126,154,24,20250617,20250925,Qualified,2,Open,0.238800027,241979,Data Platform
7127,482,11,20250602,20251210,Proposal,3,Won,0.465981273,188205,Analytics & BI
7128,726,33,20250925,20251017,Qualified,2,Won,0.230073237,271436,Security
7129,763,49,20250721,20251026,Qualified,2,Won,0.239739424,61861,Cloud Migration
7130,327,25,20250827,20260131,Lead In,1,Open,0.105506654,62954,Data Platform
7131,251,55,20251214,20260131,Lead In,1,Open,0.092299265,337001,Security
7132,645,40,20250405,20250911,Proposal,3,Open,0.483807103,121197,Integration Services
7133,336,20,20250904,20260101,Lead In,1,Won,0.117637282,36254,Professional Services
7134,397,10,20250422,20251109,Negotiation,4,Open,0.735310713,18447,Professional Services
7135,43,40,20251102,20260131,Qualified,2,Won,0.290410006,66457,Integration Services
7136,801,34,20250605,20251203,Negotiation,4,Won,0.789909113,105425,Cloud Migration
7137,206,30,20250227,20250416,Qualified,2,Open,0.275550896,33380,Professional Services
7138,10,38,20251022,20251207,Qualified,2,Lost,0.208678154,26557,Integration Services
7139,754,1,20251104,20260131,Qualified,2,Open,0.297510731,162803,Cloud Migration
7140,201,30,20250402,20251124,Proposal,3,Won,0.51956742,248208,Integration Services
7141,833,11,20251210,20260131,Lead In,1,Lost,0.090863327,25782,Data Platform
7142,928,4,20250323,20250824,Qualified,2,Open,0.285971118,16178,Professional Services
7143,28,43,20250103,20250811,Lead In,1,Lost,0.114282026,14804,Integration Services
7144,599,10,20250123,20250725,Qualified,2,Won,0.22787948,536469,Integration Services
7145,558,4,20250621,20260131,Proposal,3,Lost,0.511916637,33972,Cloud Migration
7146,31,27,20251106,20260131,Qualified,2,Won,0.210817709,142762,Security
7147,764,47,20250405,20251119,Negotiation,4,Won,0.8328221,53294,Cloud Migration
7148,210,40,20250526,20260105,Qualified,2,Open,0.25141838,397246,Professional Services
7149,485,30,20250504,20251007,Contracting,5,Open,0.877980604,19635,Data Platform
7150,1,1,20250223,20250310,Lead In,1,Open,0.105913261,162613,Analytics & BI
7151,22,20,20250416,20250627,Negotiation,4,Open,0.873864509,34661,Professional Services
7152,37,2,20250508,20251219,Lead In,1,Lost,0.102433151,24258,Data Platform
7153,647,3,20250316,20250726,Lead In,1,Won,0.097138934,18860,Integration Services
7154,457,34,20250312,20250624,Qualified,2,Won,0.243361067,253846,Professional Services
7155,73,27,20250712,20250729,Qualified,2,Open,0.256745985,29498,Security
7156,351,54,20250508,20251008,Negotiation,4,Open,0.818491581,246196,Data Platform
7157,686,17,20251209,20260131,Lead In,1,Lost,0.108345431,34841,Analytics & BI
7158,229,11,20251006,20260131,Qualified,2,Won,0.265721792,471881,Analytics & BI
7159,120,26,20250912,20251102,Negotiation,4,Open,0.844971286,21645,Analytics & BI
7160,470,46,20250907,20260131,Proposal,3,Won,0.554090135,17546,Security
7161,88,38,20250619,20260127,Lead In,1,Open,0.091798805,15534,Cloud Migration
7162,666,37,20250607,20260131,Lead In,1,Won,0.083931121,18785,Security
7163,345,26,20250216,20250927,Lead In,1,Lost,0.100285697,33708,Analytics & BI
7164,551,54,20250502,20251004,Lead In,1,Open,0.107913655,437081,Integration Services
7165,182,38,20250219,20250402,Proposal,3,Open,0.552212691,46357,Integration Services
7166,543,55,20250422,20250829,Negotiation,4,Won,0.87139301,22803,Data Platform
7167,461,27,20250319,20250423,Negotiation,4,Open,0.703484317,39908,Cloud Migration
7168,965,2,20250921,20251029,Proposal,3,Open,0.436452052,76402,Security
7169,857,5,20250409,20250504,Proposal,3,Won,0.421996713,18628,Professional Services
7170,191,18,20250821,20260131,Negotiation,4,Won,0.738464113,11442,Security
7171,30,30,20250506,20251122,Proposal,3,Won,0.580677073,137655,Data Platform
7172,550,26,20250522,20260115,Lead In,1,Won,0.123928849,297129,Security
7173,726,23,20251224,20260131,Lead In,1,Open,0.098623743,186129,Professional Services
7174,37,27,20251207,20260131,Lead In,1,Won,0.104240559,86468,Professional Services
7175,419,24,20250316,20250810,Proposal,3,Open,0.377717066,105671,Data Platform
7176,614,30,20250624,20250708,Lead In,1,Open,0.104282405,17508,Cloud Migration
7177,587,43,20250503,20251124,Proposal,3,Open,0.433500101,71617,Security
7178,206,34,20250906,20260125,Qualified,2,Open,0.25028878,180905,Data Platform
7179,721,26,20250913,20250924,Negotiation,4,Lost,0.633640901,13476,Cloud Migration
7180,657,39,20250204,20250302,Negotiation,4,Open,0.66780811,33317,Integration Services
7181,428,48,20251203,20251222,Qualified,2,Won,0.249942092,97456,Data Platform
7182,280,38,20251202,20260131,Lead In,1,Open,0.113825125,166870,Cloud Migration
7183,726,27,20250805,20250822,Proposal,3,Open,0.573345274,169167,Integration Services
7184,892,51,20251227,20260131,Lead In,1,Open,0.097324711,88846,Analytics & BI
7185,277,43,20251216,20260124,Lead In,1,Open,0.107373124,51256,Analytics & BI
7186,17,41,20250617,20251207,Lead In,1,Open,0.131161009,19307,Data Platform
7187,180,55,20250621,20250827,Proposal,3,Won,0.544894338,121196,Professional Services
7188,124,2,20250425,20250816,Qualified,2,Lost,0.221264787,14673,Security
7189,26,21,20250411,20250503,Lead In,1,Open,0.092249683,10423,Analytics & BI
7190,544,18,20250517,20251227,Negotiation,4,Open,0.761375139,25574,Data Platform
7191,959,13,20251110,20260131,Contracting,5,Open,0.819149928,138253,Integration Services
7192,56,20,20251024,20260131,Proposal,3,Open,0.515356178,124222,Security
7193,7,13,20250711,20250910,Lead In,1,Open,0.1067173,115960,Security
7194,4,20,20250225,20250609,Qualified,2,Won,0.239620533,119182,Analytics & BI
7195,853,55,20251113,20260131,Contracting,5,Open,0.785414764,137228,Professional Services
7196,801,7,20250203,20250616,Contracting,5,Open,0.810718359,25719,Security
7197,120,53,20251218,20260131,Proposal,3,Lost,0.512559145,8448,Data Platform
7198,827,35,20251001,20251021,Lead In,1,Lost,0.101638602,546498,Security
7199,582,54,20251219,20260131,Lead In,1,Open,0.096742917,15623,Data Platform
7200,610,1,20250514,20250923,Proposal,3,Open,0.469949398,151449,Analytics & BI
7201,583,8,20251227,20260131,Qualified,2,Won,0.207658694,32108,Data Platform
7202,314,38,20251103,20260131,Negotiation,4,Open,0.631156873,15108,Cloud Migration
7203,360,26,20250526,20250609,Lead In,1,Lost,0.116798903,49687,Integration Services
7204,695,8,20250721,20250810,Qualified,2,Open,0.222571858,356613,Security
7205,120,4,20250306,20250505,Qualified,2,Open,0.213554754,18228,Data Platform
7206,405,29,20250617,20250920,Proposal,3,Won,0.476622921,23132,Professional Services
7207,270,9,20250402,20250611,Qualified,2,Won,0.265862174,151736,Cloud Migration
7208,649,40,20251011,20251021,Contracting,5,Won,0.95,12577,Data Platform
7209,726,20,20250114,20250908,Proposal,3,Won,0.553436543,197881,Security
7210,856,2,20250312,20250406,Lead In,1,Open,0.097408444,49588,Integration Services
7211,407,19,20250927,20260131,Lead In,1,Open,0.097148151,136547,Data Platform
7212,876,16,20250609,20250917,Qualified,2,Open,0.224827244,20741,Professional Services
7213,855,30,20250721,20260131,Lead In,1,Open,0.110498392,18619,Professional Services
7214,294,33,20250605,20251228,Contracting,5,Open,0.930521267,12032,Security
7215,249,4,20250625,20251124,Lead In,1,Open,0.095832737,333992,Cloud Migration
7216,479,4,20251004,20251021,Qualified,2,Open,0.235041487,254977,Data Platform
7217,944,54,20250408,20250804,Lead In,1,Won,0.094627684,231004,Cloud Migration
7218,754,2,20250613,20250913,Qualified,2,Won,0.23751987,178906,Cloud Migration
7219,763,2,20250312,20251103,Negotiation,4,Won,0.785769823,81024,Cloud Migration
7220,128,2,20250815,20250915,Proposal,3,Won,0.439994266,31584,Security
7221,753,53,20250609,20250913,Qualified,2,Open,0.259228906,34249,Data Platform
7222,400,5,20250527,20250914,Negotiation,4,Open,0.852280378,87799,Analytics & BI
7223,843,26,20250415,20251019,Qualified,2,Open,0.255796023,261603,Data Platform
7224,412,19,20250403,20250709,Lead In,1,Won,0.086754839,57337,Security
7225,822,49,20250317,20250507,Qualified,2,Open,0.260149434,111147,Professional Services
7226,981,6,20250226,20250804,Qualified,2,Open,0.211418558,61139,Analytics & BI
7227,88,48,20250102,20250405,Negotiation,4,Open,0.771910852,46693,Integration Services
7228,709,20,20250513,20251122,Negotiation,4,Open,0.734839422,58525,Integration Services
7229,25,34,20251021,20260131,Contracting,5,Won,0.849014807,50217,Security
7230,744,54,20250501,20250928,Contracting,5,Open,0.759497584,23306,Security
7231,652,34,20251018,20260131,Lead In,1,Lost,0.10886751,69587,Cloud Migration
7232,8,38,20250114,20250828,Proposal,3,Open,0.503883153,32705,Data Platform
7233,717,43,20250307,20250429,Negotiation,4,Open,0.752258727,70316,Professional Services
7234,243,40,20250624,20260131,Lead In,1,Won,0.091712621,16478,Analytics & BI
7235,488,2,20250423,20250913,Qualified,2,Lost,0.224387305,65087,Analytics & BI
7236,337,51,20250502,20251122,Qualified,2,Open,0.245678,163054,Security
7237,852,45,20251207,20260131,Qualified,2,Won,0.277081721,22223,Data Platform
7238,380,30,20250820,20251031,Lead In,1,Lost,0.106972963,8157,Professional Services
7239,488,26,20250614,20250925,Negotiation,4,Lost,0.807710463,137841,Analytics & BI
7240,614,2,20250306,20250608,Lead In,1,Open,0.1025517,27908,Cloud Migration
7241,802,27,20250713,20251226,Lead In,1,Open,0.101061853,151087,Integration Services
7242,620,7,20250820,20251211,Proposal,3,Lost,0.545384888,118632,Cloud Migration
7243,837,30,20250925,20260110,Qualified,2,Won,0.269796316,38992,Data Platform
7244,707,38,20250606,20251228,Qualified,2,Won,0.253066347,349394,Data Platform
7245,18,4,20250818,20251007,Negotiation,4,Won,0.69405432,85108,Professional Services
7246,689,41,20250720,20251123,Lead In,1,Open,0.090201399,168796,Integration Services
7247,775,20,20250913,20251027,Proposal,3,Open,0.481451725,314608,Data Platform
7248,164,41,20250418,20250802,Lead In,1,Open,0.090506152,20530,Security
7249,195,30,20250420,20250613,Qualified,2,Open,0.232422894,43689,Integration Services
7250,184,45,20250307,20250824,Qualified,2,Open,0.267672472,101836,Analytics & BI
7251,677,13,20250202,20250716,Qualified,2,Lost,0.244513293,63018,Analytics & BI
7252,470,14,20250716,20250906,Negotiation,4,Lost,0.666818596,14028,Data Platform
7253,597,36,20251117,20260131,Qualified,2,Lost,0.259355623,180616,Professional Services
7254,483,41,20250426,20250602,Qualified,2,Open,0.256162828,111697,Professional Services
7255,69,21,20250404,20250502,Proposal,3,Won,0.444039618,191458,Cloud Migration
7256,501,21,20250512,20250722,Lead In,1,Lost,0.091704608,133384,Integration Services
7257,357,53,20251217,20251227,Proposal,3,Won,0.495430295,22278,Professional Services
7258,380,43,20251203,20260131,Proposal,3,Open,0.496889903,33820,Professional Services
7259,745,1,20250612,20260117,Lead In,1,Open,0.103074644,28836,Analytics & BI
7260,191,30,20250313,20251011,Qualified,2,Open,0.273744535,26095,Professional Services
7261,696,11,20250116,20250906,Lead In,1,Open,0.09221902,66284,Security
7262,172,27,20250218,20250525,Negotiation,4,Open,0.76196039,192448,Cloud Migration
7263,937,39,20250812,20250901,Lead In,1,Open,0.122708888,12433,Cloud Migration
7264,457,42,20251005,20251224,Qualified,2,Lost,0.218851087,186628,Integration Services
7265,353,26,20251110,20260131,Negotiation,4,Open,0.81107136,136296,Integration Services
7266,142,40,20251120,20260131,Negotiation,4,Open,0.785866472,41646,Security
7267,524,22,20250513,20251109,Contracting,5,Open,0.746078338,87092,Integration Services
7268,257,55,20250114,20250421,Proposal,3,Won,0.455295142,26066,Cloud Migration
7269,630,3,20250506,20251210,Qualified,2,Won,0.259866689,159442,Integration Services
7270,298,38,20251217,20260131,Lead In,1,Open,0.099222919,35544,Integration Services
7271,939,20,20251201,20260131,Proposal,3,Open,0.647089168,68987,Security
7272,470,3,20250218,20251015,Proposal,3,Lost,0.482413296,20222,Security
7273,453,43,20250817,20260131,Lead In,1,Open,0.074179208,26270,Cloud Migration
7274,330,41,20250120,20250725,Negotiation,4,Lost,0.797819547,160833,Integration Services
7275,206,21,20251004,20260131,Proposal,3,Open,0.390827778,61182,Analytics & BI
7276,966,32,20250520,20250609,Qualified,2,Lost,0.243323445,15609,Integration Services
7277,272,43,20250903,20260131,Lead In,1,Open,0.098203014,175568,Integration Services
7278,822,43,20250904,20251101,Negotiation,4,Open,0.857504419,153209,Data Platform
7279,402,42,20250218,20250817,Qualified,2,Lost,0.253120403,126407,Analytics & BI
7280,250,6,20250210,20250610,Lead In,1,Open,0.094888826,75506,Security
7281,358,26,20250423,20251121,Contracting,5,Open,0.818338074,21565,Professional Services
7282,847,22,20250515,20250704,Contracting,5,Open,0.934751273,287482,Professional Services
7283,699,55,20250601,20251025,Proposal,3,Won,0.494053853,161128,Security
7284,126,6,20250714,20260131,Qualified,2,Lost,0.241090324,39011,Cloud Migration
7285,393,20,20250414,20250714,Proposal,3,Won,0.431951717,68092,Data Platform
7286,709,38,20250103,20250408,Negotiation,4,Open,0.822946155,235401,Integration Services
7287,584,30,20251017,20251128,Qualified,2,Won,0.254232685,90965,Analytics & BI
7288,603,45,20250909,20251018,Qualified,2,Open,0.248258523,13025,Professional Services
7289,587,26,20251013,20260126,Negotiation,4,Open,0.736640885,87395,Security
7290,670,43,20250319,20250621,Proposal,3,Open,0.466804508,28232,Integration Services
7291,345,51,20250605,20251220,Negotiation,4,Open,0.791330538,15561,Professional Services
7292,852,2,20251020,20260131,Proposal,3,Open,0.537692055,18524,Professional Services
7293,878,34,20251125,20260131,Qualified,2,Open,0.254885648,21525,Data Platform
7294,966,41,20250108,20250829,Proposal,3,Won,0.520406468,16212,Security
7295,142,30,20250803,20260131,Qualified,2,Won,0.208711894,39280,Security
7296,995,38,20250324,20250607,Contracting,5,Won,0.791546223,40934,Data Platform
7297,78,1,20251012,20260131,Lead In,1,Open,0.103834186,8977,Professional Services
7298,676,30,20250519,20251029,Proposal,3,Won,0.414190539,20715,Cloud Migration
7299,472,41,20250401,20250520,Negotiation,4,Open,0.695484337,122934,Security
7300,63,17,20250623,20251217,Lead In,1,Open,0.094896963,108193,Security
7301,628,26,20250709,20260115,Proposal,3,Won,0.510951416,125503,Data Platform
7302,483,43,20250912,20251215,Lead In,1,Open,0.086761202,34077,Data Platform
7303,340,30,20250110,20250407,Lead In,1,Open,0.098296512,97092,Integration Services
7304,931,53,20250725,20260131,Qualified,2,Lost,0.262005751,134785,Integration Services
7305,28,25,20250516,20250606,Lead In,1,Won,0.116555694,10661,Integration Services
7306,150,20,20251212,20260131,Proposal,3,Won,0.583541839,106841,Professional Services
7307,687,6,20251104,20260131,Lead In,1,Open,0.103912932,320671,Data Platform
7308,195,15,20250309,20250326,Contracting,5,Open,0.95,102080,Data Platform
7309,406,27,20250815,20251024,Qualified,2,Won,0.243702927,167087,Security
7310,157,35,20250521,20251229,Lead In,1,Open,0.110898134,21010,Security
7311,914,55,20250713,20260131,Qualified,2,Won,0.248281385,204524,Integration Services
7312,917,2,20250815,20251108,Proposal,3,Open,0.522104777,254724,Security
7313,660,10,20250514,20251220,Lead In,1,Open,0.110796985,10050,Security
7314,217,45,20250303,20250426,Lead In,1,Open,0.104124214,56452,Integration Services
7315,329,26,20250625,20250911,Contracting,5,Open,0.851897409,191838,Analytics & BI
7316,888,1,20250615,20260131,Contracting,5,Open,0.897803035,127002,Data Platform
7317,284,26,20250818,20260131,Lead In,1,Open,0.096010971,129645,Professional Services
7318,129,38,20251026,20251212,Qualified,2,Won,0.243855442,14932,Analytics & BI
7319,612,15,20251206,20260131,Lead In,1,Open,0.099184323,108628,Security
7320,339,24,20250519,20250729,Negotiation,4,Open,0.79855657,8523,Data Platform
7321,219,30,20250701,20251004,Lead In,1,Open,0.10990608,57096,Integration Services
7322,809,16,20251024,20251207,Lead In,1,Won,0.110901963,62004,Data Platform
7323,419,30,20251220,20260131,Qualified,2,Open,0.227243927,169560,Integration Services
7324,608,30,20250104,20250127,Lead In,1,Open,0.108402489,193682,Data Platform
7325,499,30,20250517,20250612,Proposal,3,Open,0.56631245,22137,Data Platform
7326,370,54,20250407,20250726,Proposal,3,Open,0.484160991,33658,Data Platform
7327,153,2,20250123,20250505,Proposal,3,Open,0.554066221,387443,Professional Services
7328,449,54,20251014,20260131,Qualified,2,Lost,0.295254851,22792,Integration Services
7329,906,15,20250805,20260131,Lead In,1,Open,0.080290218,34050,Cloud Migration
7330,297,30,20250811,20250907,Proposal,3,Open,0.465075481,77637,Security
7331,928,41,20250907,20260131,Proposal,3,Open,0.520037249,45601,Professional Services
7332,856,38,20250123,20250731,Lead In,1,Open,0.103780842,36902,Integration Services
7333,25,20,20251125,20260101,Negotiation,4,Open,0.739341493,113259,Cloud Migration
7334,882,44,20250517,20251102,Contracting,5,Open,0.928750025,377041,Cloud Migration
7335,357,11,20250427,20251117,Lead In,1,Open,0.116727605,30775,Cloud Migration
7336,581,43,20250214,20250417,Qualified,2,Open,0.225252302,128752,Analytics & BI
7337,206,44,20250224,20250902,Qualified,2,Open,0.257195222,131097,Integration Services
7338,763,2,20251221,20260131,Lead In,1,Won,0.10913441,74112,Cloud Migration
7339,119,14,20250327,20250618,Qualified,2,Open,0.250670592,55313,Cloud Migration
7340,762,4,20250912,20251019,Qualified,2,Open,0.248208119,37205,Analytics & BI
7341,297,10,20251210,20260131,Qualified,2,Won,0.266996247,85067,Security
7342,763,11,20250621,20251029,Negotiation,4,Lost,0.626770222,44380,Security
7343,765,21,20250922,20260131,Negotiation,4,Open,0.823333375,121472,Integration Services
7344,204,51,20251206,20260131,Negotiation,4,Open,0.86279497,174307,Data Platform
7345,750,8,20250323,20251111,Lead In,1,Open,0.102165499,81152,Data Platform
7346,407,3,20250318,20250919,Negotiation,4,Lost,0.781678402,90814,Security
7347,336,1,20250119,20250710,Qualified,2,Won,0.228334746,39752,Professional Services
7348,213,26,20251026,20260131,Lead In,1,Won,0.096655983,166331,Professional Services
7349,336,45,20250510,20250711,Qualified,2,Open,0.253132778,50950,Professional Services
7350,172,2,20251113,20260131,Lead In,1,Open,0.119277705,115080,Professional Services
7351,794,54,20251023,20251226,Lead In,1,Open,0.1111416,334179,Data Platform
7352,698,2,20251120,20260107,Proposal,3,Lost,0.486704924,64698,Integration Services
7353,227,43,20251224,20260131,Lead In,1,Open,0.087391103,14518,Security
7354,142,5,20251010,20260130,Proposal,3,Open,0.534258767,167099,Cloud Migration
7355,299,10,20251219,20260131,Negotiation,4,Open,0.79977708,147242,Integration Services
7356,822,34,20251026,20260131,Lead In,1,Open,0.110107511,121961,Data Platform
7357,782,34,20250618,20251125,Negotiation,4,Open,0.693238932,292867,Data Platform
7358,474,36,20250406,20250417,Lead In,1,Lost,0.104330709,19587,Analytics & BI
7359,542,39,20251017,20260119,Qualified,2,Open,0.23545668,23782,Cloud Migration
7360,290,2,20250114,20250521,Qualified,2,Won,0.265939023,17238,Integration Services
7361,613,53,20250124,20250317,Qualified,2,Won,0.254052619,216253,Security
7362,458,20,20251026,20260131,Qualified,2,Open,0.182661931,11584,Analytics & BI
7363,566,55,20250920,20260131,Qualified,2,Lost,0.232148064,434322,Cloud Migration
7364,961,42,20251217,20260131,Negotiation,4,Lost,0.760141462,29254,Security
7365,954,12,20250312,20250715,Qualified,2,Open,0.265148508,87749,Integration Services
7366,541,5,20250715,20260131,Negotiation,4,Open,0.794851951,191667,Professional Services
7367,249,36,20250609,20250624,Proposal,3,Won,0.601053314,360869,Cloud Migration
7368,650,55,20250213,20250426,Lead In,1,Open,0.088734318,92954,Cloud Migration
7369,27,1,20250508,20250717,Contracting,5,Open,0.775363947,15908,Cloud Migration
7370,725,13,20250507,20250902,Contracting,5,Open,0.95,221857,Data Platform
7371,981,30,20250625,20260128,Proposal,3,Won,0.44090532,112023,Professional Services
7372,836,30,20250302,20251013,Lead In,1,Lost,0.121874005,207906,Cloud Migration
7373,102,43,20250826,20251213,Qualified,2,Open,0.26940537,95378,Security
7374,253,2,20251017,20260131,Proposal,3,Open,0.524747577,130679,Analytics & BI
7375,438,11,20250625,20250824,Qualified,2,Lost,0.244238742,205077,Data Platform
7376,797,34,20250608,20250922,Contracting,5,Open,0.95,192704,Cloud Migration
7377,524,34,20250621,20251103,Lead In,1,Open,0.111608743,147449,Integration Services
